	Phylum	Class	Order	Family	Genus	Species	3SppN.1.1	3SppN.1.2	3SppN.2.1	3SppN.2.2	3sppN.3.1	3sppN.3.2	3sppN.4.1	3sppN.4.2	6Spp.1.1	6Spp.1.2	6spp.2.1	6spp.2.2	6spp.3.1	6spp.3.2	6Spp.4.1	6Spp.4.2	Canola.1.1	Canola.1.2	Canola.2.1	Canola.2.2	Canola.3.1	Canola.3.2	Canola.4.1	Canola.4.2	Clover.1.1	Clover.1.2	Clover.2.1	Clover.2.2	Clover.3.1	Clover.3.2	Clover.4.1	Clover.4.2	Fallow.1.1	Fallow.1.2	Fallow.2.1	Fallow.2.2	Fallow.3.1	Fallow.3.2	Fallow.4.1	Fallow.4.2	Oat.1.1	Oat.1.2	Oat.2.1	Oat.2.2	Oat.3.1	Oat.3.2	Oat.4.1	Oat.4.2	Pea.1.1	Pea.1.2	Pea.2.1	Pea.2.2	Pea.3.1	Pea.3.2	Pea.4.1	Pea.4.2	Radish.1.1	Radish.1.2	Radish.2.1	Radish.2.2	Radish.3.1	Radish.3.2	Radish.4.1	Radish.4.2	Rye.1.1	Rye.1.2	Rye.2.1	Rye.2.2	Rye.3.1	Rye.3.2	Rye.4.1	Rye.4.2
OTU_12	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	candolleana	0.000345028	0.000204675	0.000129758	0.001276732	0.000278563	0.000370967	0.000265025	0.00030575	0.000305712	0.000135713	0.000209023	0.000248439	0.000181708	0.000371961	0.000581301	0.000193361	0.000388542	0.000449853	0.000240969	0.000237497	0.0000733	0.000265773	0.000309111	0.000381039	0.000294977	0.000321773	0.000275681	0.000489463	0.000225166	0.00025869	0.000287776	0.000177645	0.000215071	0.000362494	0.000302551	0.360444959	0.000254933	0.000182841	0.0000778	0.000209186	0.000178452	0.000221344	0.000590865	0.000309086	0.000208652	0.000280908	0.00031899	0.000182191	0.000278044	0.000250192	0.000158935	0.000296176	0.000202258	0.000182392	0.000300409	0.0002311	0.000147815	0.000349473	0.000144509	0.000321797	0.000234	0.000314958	0.000166778	0.000351983	0.000451553	0.00027401	0.000265514	0.000449557	0.000566238	0.000319849	0.000270825	0.000455917
OTU_122	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Mrakia	sp.	0.000671897	0.000730983	0.000230681	0.000555101	0.000471415	0.000377966	0.001118996	0.00063334	0.001239831	0.002035692	0.002839227	0.00248439	0.000989299	0.002130803	0.004301625	0.001211731	0.000669156	0.000307794	0.000306688	0.000218497	0.000278552	0.000206712	0.000540944	0.000833522	0.000429058	0.000965318	0.000292912	0.000185202	0.000375277	0.000140592	0.000243503	0.000367133	0.000994704	0.000573949	0.000605101	0.000206546	0.000458879	0.000182841	0.000725972	0.000220807	0.000608059	0.001249012	0.001335868	0.000534956	0.000904159	0.000171984	0.000538983	0.000437259	0.000417066	0.000538876	0.00050859	0.00037022	0.00031258	0.000419501	0.000390531	0.000338946	0.010657482	0.020655082	0.017109827	0.043062341	0.015814516	0.008674838	0.010312431	0.01149223	0.000332723	0.000593689	0.000120027	0.000542568	0.000283119	0.000521859	0.000451376	0.000183415
OTU_143	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	bipellis	0.0000545	0.0000877	0.0000433	0.0000278	0.0000643	0.000181984	0.0000589	0.000283911	0.0000849	0.000135713	0.0000697	0.0000663	0.000323037	0.000164725	0.000093	0.0000645	0.0000432	0.0000237	0.0000438	0.0000475	0.0000586	0.000221477	0.0000258	0.000261964	0.000067	0.00007	0.0000689	0.000119059	0.0000563	0.00009	0.000110683	0.0000237	0.0000941	0.000105727	0.000558555	0.000184416	0.000085	0.000101579	0.0000519	0.000232428	0.0000529	0.0000632	0.000154139	0.0000594	0.0000174	0.0000201	0.000077	0.0000729	0.0000618	0.000077	0.0000795	0.0000444	0.000110323	0.0000638	0.0000751	0.002064492	0.000236504	0.0000723	0.0000289	0.000190153	0.002515503	0.00015298	0.0000278	0.041507541	0.00011883	0.0000457	0.00004	0.0000775	0.000212339	0.000168342	0.0000903	0.000251541
OTU_148	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Udeniomyces	pyricola	0.001361952	0.000102338	0.000288351	0.000263673	0.000428559	0.000091	0.000942313	0.000196554	0.000866183	0.0000679	0.001428323	0.000182189	0.00094892	0.000106274	0.007324389	0.000154689	0.000582813	0.0000474	0.0000876	0.0000427	0.000161267	0.0000148	0.000206074	0.000142889	0.000134081	0.000125911	0.000155071	0.000145516	0.000206402	0.0000506	0.0000221	0.0000118	0.000161303	0.0000604	0.000139639	0.0000738	0.000322915	0.0000813	0.000311131	0.0000697	0.00180435	0.000126482	0.019806813	0.0000119	0.038809292	0.0000573	0.001616948	0.0000364	0.003259291	0.0000577	0.008836758	0.0000518	0.000220645	0.000118555	0.00034547	0.0000308	0.000443446	0.000228965	0.000476879	0.000248662	0.0004095	0.00015298	0.00052813	0.000149593	0.000229738	0.0000457	0.0000982	0.000124016	0.000188746	0.0000589	0.000406238	0.0000472
OTU_163	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Mrakiella	sp.	0.000417665	0.000292393	0.00011534	0.00033306	0.000128568	0.00011199	0.001177891	0.000371268	0.000203808	0.000407138	0.000592231	0.001772198	0.000585504	0.005839781	0.001278862	0.001353529	0.000323785	0.000260441	0.000240969	0.000128248	0.000146606	0.000354364	0.000489426	0.001381265	0.000268161	0.003161768	0.000258451	0.000198431	0.000337749	0.000112474	0.00019923	0.000189488	0.000241955	0.000181247	0.000512009	0.00013278	0.000135964	0.000101579	0.002048277	0.000209186	0.000178452	0.00055336	0.00170837	0.000665724	0.000347754	0.000189183	0.000912971	0.001117441	0.00074145	0.000250192	0.000143041	0.000481285	0.000165484	0.000164153	0.000736001	0.001124686	0.001271211	0.00134969	0.002066474	0.004139485	0.001677002	0.00134082	0.00775517	0.003255839	0.000150518	0.000137005	0.0000473	0.000480561	0.000283119	0.00020201	0.000473944	0.000193896
OTU_174	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	applanatum	0.001743299	0.001491206	0.000562284	0.000499591	0.00083569	0.000881921	0.001501811	0.001201162	0.001324751	0.000474995	0.001358648	0.001109694	0.001251767	0.000170039	0.000674309	0.00189494	0.001316727	0.000947059	0.000854345	0.000104499	0.000571764	0.000339599	0.003554777	0.000773985	0.000777668	0.000965318	0.000792584	0.0011509	0.000863137	0.000404906	0.001372471	0.000651365	0.000349491	0.000468221	0.001512754	0.000228676	0.001886504	0.000629787	0.001477871	0.000813499	0.00039656	0.00112253	0.000757848	0.00028531	0.00097371	0.0000917	0.000439986	0.001093148	0.001127622	0.001231717	0.001048968	0.001421643	0.001158386	0.001212906	0.001306777	0.001571479	0.000812984	0.000180762	0.00150289	0.000599713	0.001111501	0.00052193	0.0007505	0.000527974	0.000657525	0.000685025	0.0000982	0.001209152	0.000990917	0.000614447	0.001986052	0.000356349
OTU_2	Basidiomycota	Agaricomycetes	Thelephorales	Typhulaceae	Typhula	sp.	0.000708215	0.001213433	0.000807382	0.000777141	0.00094283	0.000860923	0.001060102	0.000829894	0.000713327	0.000542851	0.000923184	0.001060006	0.00088835	0.000738607	0.001046341	0.000773445	0.000518056	0.000568236	0.000898158	0.000740991	0.000762352	0.000546311	0.000798537	0.000940689	0.001019013	0.001035269	0.000585823	0.00168005	0.0008819	0.000697338	0.000841192	0.000734267	0.000793075	0.000951547	0.00081456	0.000796678	0.00079879	0.000832944	0.001037102	0.000848364	0.000931917	0.000964427	0.000822073	0.000903482	0.000921547	0.817865732	0.000813974	0.000813788	0.000756897	0.000885296	0.000762886	0.00097738	0.000956128	0.000720448	0.000781062	0.000616266	0.000946018	0.000795353	0.000679191	0.000980019	0.000897001	0.000755899	0.001556593	0.000756762	0.000855574	0.000593689	0.000811092	0.001023129	0.000896544	0.000925879	0.000902751	0.000843709
OTU_212	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	nanus	0.000526622	0.000818701	0.000461361	0.000152653	0.000342847	0.000167985	0.000706735	0.000131036	0.000900151	0.000814277	0.0000871	0.000149063	0.000222088	0.000116902	0.000139512	0.000180471	0.000431714	0.000142059	0.000701001	0.000911988	0.0000586	0.0000738	0.000489426	0.000178612	0.000402242	0.000657536	0.000310142	0.000330718	0.000375277	0.000129345	0.000730509	0.000142116	0.000766191	0.001903093	0.000512009	0.00011065	0.000118969	0.001015785	0.000285203	0.000464857	0.0000793	0.000363636	0.001644145	0.000582508	0.000208652	0.0000258	0.000153995	0.0000486	0.000108128	0.000481139	0.000301976	0.000229536	0.000275806	0.000465099	0.000150204	0.002310999	0.000266068	0.000241016	0.00017341	0.000497323	0.006025506	0.000081	0.000333556	0.000325584	0.008730027	0.000867699	0.0000509	0.000186023	0.000754984	0.000909045	0.000225688	0.0000524
OTU_217	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Clavicorona	taxophila	0.001016925	0.000394731	0.000591119	0.00011102	0.001757093	0.000349969	0.001413469	0.002882788	0.000577455	0.000203569	0.000313534	0.0000828	0.0000606	0.000106274	0.000093	0.0000129	0.0000648	0.000071	0.000197157	0.0000475	0.000044	0.0000148	0.001004611	0.0000357	0.000710627	0.0000839	0.000172301	0.000158745	0.000318985	0.0000394	0.000221366	0.000142116	0.000120977	0.0000906	0.0000931	0.0000664	0.000747803	0.0000406	0.00020742	0.0000465	0.000165234	0.000411067	0.00060371	0.0000594	0.000121714	0.0000459	0.000099	0.000388675	0.000169916	0.000153965	0.002368124	0.000962571	0.000514838	0.001395298	0.000165225	0.000385166	0.0000887	0.000168711	0.000231214	0.00020478	0.0002145	0.000081	0.000416945	0.0000088	0.0000396	0.0000913	0.0000691	0.015439945	0.000401085	0.006472737	0.000654495	0.000178175
OTU_22	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata	0.000308709	0.000219295	0.000187428	0.000305305	0.000407131	0.000195982	0.000294473	0.000371268	0.000322696	0.000339282	0.000313534	0.000331252	0.000363416	0.00018598	0.000418537	0.000244924	0.000259028	0.000284118	0.000131438	0.000218497	0.000689049	0.000206712	0.000206074	0.000226242	0.000107264	0.000293793	0.000327372	0.000277804	0.000187638	0.000123721	0.000287776	0.000177645	0.000309165	0.00034739	0.000162912	0.000228676	0.000169955	0.00028442	0.000259276	0.0003254	0.000105749	0.000332016	0.000449571	0.000416077	0.000278203	0.000246511	0.404160067	0.000194337	0.000293491	0.000288684	0.000174828	0.000125875	0.00031258	0.000209751	0.000225306	0.000292727	0.000162597	0.00030127	0.000317919	0.000248662	0.0002145	0.000206972	0.000333556	0.000175991	0.00019805	0.000411015	0.000225505	0.000263533	0.0000708	0.000244095	0.000270825	0.000272502
OTU_23	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	moseri	0.000236072	0.000263154	0.000201845	0.000319183	0.000192852	0.00022398	0.000235578	0.0000874	0.00050952	0.000203569	0.00024386	0.000115938	0.000222088	0.000164725	0.000418537	0.000941025	0.000215857	0.000189412	0.000328594	0.000256497	0.000117285	0.000236243	0.000309111	0.000261964	0.000362018	0.000181872	0.000241221	0.00021166	0.00024393	0.221972905	0.000287776	0.006371539	0.000161303	0.000226559	0.000162912	0.000191793	0.000322915	0.000243788	0.000129638	0.000255671	0.000158624	0.000268775	0.000231208	0.000166431	0.00045208	0.000160519	0.000142995	0.000206484	0.0000772	0.000423403	0.000238402	0.000229536	0.0000735	0.000355664	0.000315429	0.000338946	0.000325194	0.000241016	0.000187861	0.000248662	0.0002925	0.00022497	0.000305759	0.000290386	0.000308957	0.000182673	0.000163673	0.000201525	0.00014156	0.00026093	0.000383669	0.000282983
OTU_28	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiales	Cryptococcus	terreus	0.005538607	0.004298183	0.0044406	0.007924062	0.027106368	0.012227899	0.004682117	0.006442595	0.005621699	0.009228473	0.005539105	0.0021697	0.024086412	0.002593096	0.001441626	0.000721882	0.004122866	0.000757648	0.006155666	0.003301208	0.011010116	0.008224194	0.003554777	0.002822067	0.006677214	0.004392899	0.008666736	0.010106756	0.020490111	0.006028602	0.001372471	0.000509249	0.002876576	0.004213992	0.006679389	0.00222037	0.027668723	0.021961278	0.009282066	0.003730476	0.004130839	0.003683794	0.004058984	0.003518825	0.014744749	0.003003993	0.002056934	0.00671679	0.002595076	0.005119323	0.004211764	0.007404391	0.034696429	0.02001751	0.002853881	0.003836258	0.006178679	0.006507435	0.009884393	0.012155165	0.023361023	0.01887947	0.004753169	0.00302705	0.001782446	0.003242453	0.000691065	0.010975383	0.031945264	0.011068465	0.005822745	0.002866516
OTU_29	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiales	Cryptococcus	terricola	0.00114404	0.001812839	0.000879469	0.001179589	0.001778521	0.001182894	0.000942313	0.001113805	0.001766334	0.002035692	0.001428323	0.000844693	0.003109227	0.000520745	0.000930081	0.000567193	0.002072226	0.001136471	0.000701001	0.000394245	0.000923618	0.002052357	0.002369851	0.000488206	0.000817892	0.00111921	0.000792584	0.001428704	0.002514354	0.000635478	0.001239651	0.000615836	0.002043176	0.000921339	0.001722212	0.000449975	0.002617312	0.001706519	0.000803754	0.000476478	0.000925308	0.001249012	0.0016313	0.000927258	0.002051746	0.000968845	0.000340989	0.001384655	0.000556088	0.001058507	0.000731099	0.000984784	0.002666127	0.001668886	0.00034547	0.000493013	0.003133684	0.002578873	0.007947977	0.004329638	0.003549004	0.011590447	0.003641316	0.001522324	0.000324801	0.001141709	0.00016731	0.001720717	0.002666038	0.00127098	0.00167009	0.000372071
OTU_3	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	solani	0.000980606	0.001198813	0.001355248	0.001221221	0.00126425	0.001147897	0.00129568	0.001201162	0.001086975	0.001289272	0.001254137	0.001606572	0.000827781	0.001466587	0.001139349	0.001211731	0.000906599	0.001325883	0.001095314	0.001258734	0.00121683	0.000590606	0.001210685	0.001333635	0.001836904	0.00117517	0.001033805	0.00125673	0.00136976	0.001158481	0.001261788	0.000994813	0.001021588	0.001540599	0.002699683	0.00116551	0.001053723	0.001056417	0.001244523	0.001324842	0.001130197	0.00116996	0.00115604	0.001462214	0.001234525	0.0010921	0.00125396	0.001068856	0.0019772	0.001828329	0.00138273	0.001599348	0.001470967	0.001048753	0.001126532	0.000986026	0.001300775	0.001397894	0.001054913	0.001097037	0.001287001	0.001403812	0.001306427	0.001020749	0.001085312	0.001415719	0.857818854	0.00127116	0.001274036	0.001102638	0.001376695	0.001273425
OTU_310	Basidiomycota	Agaricomycetes	Polyporales	Coriolaceae	Oxyporus	cuneatus	0.000308709	0.0000731	0.000259516	0.00011102	0.001114254	0.000258977	0.000382815	0.00030575	0.000356664	0.000542851	0.000278697	0.000298127	0.000323037	0.0000585	0.000186016	0.0000516	0.000431714	0.0000474	0.000109531	0.0000142	0.002023164	0.0000738	0.000154556	0.0000595	0.000201121	0.000223842	0.000172301	0.0000661	0.000318985	0.0000844	0.000154956	0.0000829	0.0000538	0.0000151	0.000162912	0.0000295	0.000186951	0.000121894	0.000337058	0.0000349	0.0000661	0.000142292	0.000321122	0.0000238	0.000643344	0.0000344	0.000011	0.0000486	0.000571534	0.000153965	0.000731099	0.00011847	0.000698709	0.000383023	0.000315429	0.000154067	0.000221723	0.0000121	0.000274566	0.0000585	0.000117	0.000018	0.0000834	0.0000616	0.000942716	0.00027401	0.0000327	0.000620078	0.000235933	0.000892211	0.000315963	0.0000524
OTU_315	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	dunensis	0.000308709	0.000380111	0.00017301	0.0000416	0.000235708	0.000237979	0.000500604	0.001091965	0.000237776	0.00094999	0.000296116	0.000215314	0.000444175	0.0000319	0.000790569	0.001057042	0.001316727	0.000165735	0.000438126	0.000104499	0.000161267	0.000147652	0.004276036	0.000690632	0.000107264	0.000153891	0.000172301	0.0000926	0.000619207	0.000224948	0.001283924	0.0000829	0.000268839	0.000392702	0.000418916	0.0000738	0.000662826	0.000446946	0.000388913	0.000232428	0.0000661	0.0000949	0.000128449	0.000142655	0.000156489	0.0000803	0.000131996	0.00055872	0.000525194	0.000731332	0.0000636	0.000592351	0.00101129	0.000574534	0.000255347	0.00018488	0.000517354	0.000192813	0.001401734	0.000263289	0.000975001	0.000161978	0.000778297	0.000105595	0.0000317	0.00027401	0.0000436	0.000139518	0.001321222	0.000126256	0.001918346	0.000277743
OTU_3266	Basidiomycota	Tremellomycetes	Tremellales	Tremellales	Kockovaella	phaffii	0.000417665	0.000350872	0.000302768	0.000596733	0.000407131	0.000377966	0.000530051	0.000436786	0.0004246	0.000678564	0.001079951	0.000695629	0.000666263	0.0000956	0.000976585	0.000399613	0.000280614	0.000165735	0.000722907	0.000175748	0.000293212	0.000132886	0.0006955	0.000178612	0.000201121	0.000251822	0.000499673	0.000476235	0.000225166	0.00015184	0.000442733	0.000106587	0.000215071	0.000876027	0.000581828	0.000354079	0.000662826	0.000731365	0.000570406	0.000313778	0.000125577	0.000158103	0.000783538	0.000106991	0.000486855	0.0000889	0.000142995	0.0000486	0.000339831	0.000269438	0.000667525	0.002747029	0.000698709	0.000592774	0.001336818	0.00036976	0.000162597	0.0000603	0.000390173	0.000760612	0.001384501	0.000251966	0.000389148	0.0000792	0.000166362	0.00027401	0.0000582	0.000465059	0.00014156	0.000151507	0.000496513	0.000251541
OTU_35	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Amaurodon	aquicoeruleus	0.000108956	0.000160816	0.000100923	0.000180408	0.00021428	0.000125989	0.0000294	0.000152875	0.000135872	0.000271426	0.000139349	0.0000994	0.0000808	0.000138157	0.000139512	0.0000902	0.000259028	0.0000947	0.000109531	0.000095	0.000131945	0.0000148	0.000180315	0.0000595	0.000107264	0.000223842	0.0000862	0.000185202	0.000131347	0.000118098	0.000110683	0.0000592	0.000107536	0.000105727	0.000186185	0.00015491	0.00030592	0.00014221	0.000129638	0.000151078	0.000152015	0.000158103	0.000102759	0.000106991	0.000191264	0.000106057	0.000175994	0.000133607	0.0000772	0.000153965	0.0000795	0.000133279	0.000183871	0.222463385	0.001532084	0.000107847	0.000133034	0.000265118	0.000231214	0.0000878	0.000156	0.000143981	0.000166778	0.000131993	0.000110908	0.00027401	0.00011639	0.00015502	0.000330306	0.000101005	0.000135413	0.0000996
OTU_36	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	circinata	0.000127116	0.0000585	0.00011534	0.000124898	0.000149996	0.000160986	0.0000883	0.000131036	0.000186824	0.0000679	0.000156767	0.000115938	0.000161518	0.000111588	0.000325528	0.0000516	0.0000648	0.0000474	0.0000657	0.0000997	0.218824219	0.0000886	0.000103037	0.000202427	0.0000939	0.0000979	0.000120611	0.000132287	0.0000938	0.0000844	0.00019923	0.0000592	0.000120977	0.000181247	0.000139639	0.000059	0.000186951	0.050118847	0.000129638	0.000104593	0.000244546	0.0000949	0.000166984	0.0000832	0.000243427	0.0000803	0.00030799	0.000085	0.000139022	0.00017321	0.000127148	0.000244345	0.0000552	0.000100316	0.000135184	0.00018488	0.000162597	0.000132559	0.0000723	0.000131644	0.000195	0.000125983	0.000111185	0.0000704	0.000150518	0.0000913	0.000105478	0.000108514	0.000212339	0.000151507	0.000157981	0.00012053
OTU_37	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	romellii	0.002614949	0.001213433	0.000677624	0.000138775	0.003685609	0.000363967	0.001442916	0.000524143	0.005689635	0.000339282	0.00024386	0.00038094	0.000444175	0.000478235	0.000488293	0.000193361	0.000237443	0.000686618	0.000153344	0.000484494	0.000190588	0.0000443	0.001545555	0.000214334	0.001461479	0.000153891	0.000982115	0.001944625	0.000281458	0.000129345	0.002368619	0.000319761	0.00055112	0.002023925	0.000186185	0.000169663	0.000390897	0.000832944	0.000544479	0.005310989	0.001242556	0.000632411	0.009312542	0.121470774	0.001790931	0.0000774	0.006709785	0.001931229	0.000679663	0.000731332	0.000429123	0.000259154	0.000478064	0.000145914	0.00105143	0.001263346	0.001300775	0.0000482	0.000101156	0.000482696	0.000702001	0.00029696	0.000305759	0.001240738	0.000261425	0.000182673	0.0000764	0.000744094	0.000542645	0.0000421	0.000564219	0.000131011
OTU_40	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	decipiens	0.000780853	0.002368386	0.00338812	0.002109383	0.005185566	0.004486596	0.00291528	0.002555199	0.002581566	0.002171405	0.011949138	0.001888136	0.004805169	0.003007567	0.002487967	0.002049629	0.002525525	0.00087603	0.002957348	0.000983237	0.001861897	0.001417455	0.002318333	0.002333861	0.000871524	0.001385022	0.002705124	0.002950009	0.009757196	0.001788335	0.00347545	0.002072527	0.002191037	0.00069478	0.025600447	0.001254029	0.002311392	0.00113768	0.001477871	0.002463741	0.002214129	0.01027668	0.004598469	0.003043308	0.006276951	0.002003617	0.000769975	0.003206569	0.003676357	0.001501155	0.009679111	0.002835882	0.004063546	0.001942474	0.001321798	0.004390898	0.00376929	0.002036586	0.000794798	0.003364245	0.006298506	0.002375682	0.002084723	0.038955668	0.002764773	0.008676988	0.000501931	0.009874744	0.002453698	0.005117587	0.003295042	0.000571207
OTU_4157	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	romellii	0.015544418	0.010087572	0.00105248	0.000902039	0.005806977	0.00299573	0.002503018	0.000895412	0.006929466	0.000814277	0.001254137	0.001639697	0.000545124	0.002162685	0.003162276	0.001933613	0.000431714	0.010393977	0.001971566	0.001443982	0.000996921	0.000590606	0.009479405	0.000976411	0.019026038	0.000517635	0.004255832	0.00429934	0.001163358	0.000612983	0.028799752	0.001468533	0.001599591	0.001948405	0.00074474	0.000265559	0.000849777	0.002925462	0.000829682	0.004776404	0.004798382	0.003794466	0.024430972	0.042344773	0.002955905	0.000358301	0.012000616	0.002623556	0.002255244	0.006851424	0.002701887	0.001177298	0.003052256	0.000611013	0.001982696	0.004483338	0.0023207	0.000132559	0.000144509	0.000804493	0.001462501	0.001538794	0.000917278	0.000906355	0.000689213	0.000228342	0.000123664	0.00261983	0.001604341	0.000126256	0.001218714	0.000199136
